Category,Subcategory,Enrichment,P-value,P-adjusted,Q-value,Expected,Observed,miRNAs/precursors
Diseases (MNDR),Gastric cancer,over-represented,0.0037246,0.0113065,0.0113065,10.2073,16,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Gastrointestinal system cancer,over-represented,0.003681,0.0113065,0.0113065,0.323817,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Glioblastoma,over-represented,1.36597e-05,0.000337929,0.000337929,4.99101,14,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Glioma,over-represented,6.86264e-08,9.762105400000001e-06,9.76211e-06,3.32968,14,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Hand foot and mouth disease,over-represented,0.0041573,0.0113065,0.0113065,0.337896,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Head and neck cancer,over-represented,3.4739e-05,0.000617703,0.000617703,1.45718,8,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-92a-3p
Diseases (MNDR),Head and neck squamous cell carcinoma,over-represented,7.65693e-05,0.00099018,0.00099018,3.35784,11,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4448; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Heart defects congenital,over-represented,0.0049397,0.0113333,0.0113333,0.359014,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Heart disease,over-represented,0.000529235,0.0026415,0.0026415,2.73133,9,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Heart failure,over-represented,0.0030081,0.0104368,0.0104368,0.633555,4,hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Helplessness learned,over-represented,0.0044089,0.0113065,0.0113065,0.344935,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Hematologic cancer,over-represented,0.005219,0.0116914,0.0116914,0.366054,3,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p
Diseases (MNDR),Hepatitis,over-represented,0.0144066,0.0256167,0.0256167,0.527962,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Hepatitis b,over-represented,0.0114783,0.0216354,0.0216354,0.485725,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Hepatitis c,over-represented,0.0124113,0.0231542,0.0231542,0.499804,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Hepatoblastoma,over-represented,0.0041573,0.0113065,0.0113065,0.337896,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Hepatocellular carcinoma,over-represented,1.05029e-05,0.000298808,0.000298808,5.78647,15,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),High-grade serous ovarian carcinoma,over-represented,0.0043396,0.0113065,0.0113065,1.6754,6,hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-874-3p
Diseases (MNDR),Hiv,over-represented,0.0028334,0.0099791,0.0099791,0.295659,3,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-92a-3p
Diseases (MNDR),Hiv-1,over-represented,0.0044089,0.0113065,0.0113065,0.344935,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Hiv infection,over-represented,0.0110279,0.0211275,0.0211275,0.478686,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Hodgkin lymphoma,over-represented,0.000265447,0.0019645,0.0019645,2.49902,9,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p
Diseases (MNDR),Huntington disease,over-represented,0.000167042,0.0015581,0.0015581,1.80915,8,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Hypersomnolence idiopathic,over-represented,0.0074576,0.0149942,0.0149942,0.13375,2,hsa-miR-151a-5p; hsa-miR-24-3p
Diseases (MNDR),Hypertension,over-represented,0.000153596,0.0014992,0.0014992,1.78803,8,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Hypertrophy,over-represented,0.000349756,0.0019645,0.0019645,0.359014,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Hypertrophy left ventricular,over-represented,0.000349756,0.0019645,0.0019645,0.359014,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Iga glomerulonephritis,over-represented,0.0070962,0.0143693,0.0143693,0.408291,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Inclusion body myositis,over-represented,0.0019465,0.0072867,0.0072867,0.56316,4,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-378a-3p; hsa-miR-92a-3p
Diseases (MNDR),Infection,over-represented,0.0010158,0.004346,0.004346,0.830661,5,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Inflammation,over-represented,0.0049397,0.0113333,0.0113333,0.359014,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Inflammatory bowel disease,over-represented,0.000698749,0.0032859,0.0032858,0.429409,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Influenza human,over-represented,0.0034562,0.0113065,0.0113065,0.316777,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Intermediate coronary syndrome,over-represented,0.005219,0.0116914,0.0116914,0.366054,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Interstitial lung disease,over-represented,0.000299174,0.0019645,0.0019645,0.344935,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Intracranial aneurysm,over-represented,0.000330559,0.0019645,0.0019645,1.99218,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Intracranial hemorrhage hypertensive,over-represented,0.0066297,0.0140234,0.0140234,0.788424,4,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-874-3p
Diseases (MNDR),Intrahepatic cholangiocarcinoma,over-represented,0.0014544,0.0057869,0.0057869,0.520923,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-874-3p
Diseases (MNDR),Invasive ductal carcinoma,over-represented,0.0011797,0.0047946,0.0047946,0.492765,4,hsa-miR-24-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Ischemia,over-represented,0.000275969,0.0019645,0.0019645,0.337896,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Ischemic attack transient,over-represented,6.1734e-06,0.000184877,0.000184877,0.802503,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Kaposi sarcoma,over-represented,0.0055077,0.0121469,0.0121469,0.373093,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Kidney cancer,over-represented,0.003954,0.0113065,0.0113065,0.682831,4,hsa-miR-151a-5p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Kidney chromophobe cancer,over-represented,0.0114432,0.0216354,0.0216354,2.69613,7,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Kidney diseases,over-represented,0.000277132,0.0019645,0.0019645,1.9429,8,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Kidney renal clear cell carcinoma,over-represented,0.0082714,0.0162291,0.0162291,1.9077,6,hsa-miR-129-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-9-5p
Diseases (MNDR),Kidney renal papillary cell carcinoma,over-represented,0.000501954,0.0025275,0.0025275,3.37192,10,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Large cell carcinoma,over-represented,1.492e-05,0.000344718,0.000344718,0.344935,5,hsa-miR-193b-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p
Diseases (MNDR),Laryngeal neoplasms,over-represented,0.0046697,0.0113065,0.0113065,0.351975,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Laryngeal squamous cell carcinoma,over-represented,2.23946e-06,9.101805285714287e-05,9.10181e-05,0.105592,4,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-9-5p
Diseases (MNDR),Leiomyoma,over-represented,0.0044089,0.0113065,0.0113065,0.344935,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Leukemia,over-represented,0.000129253,0.0013372,0.0013372,5.08252,13,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Leukemia b-cell,over-represented,0.0041573,0.0113065,0.0113065,0.337896,3,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p
Diseases (MNDR),Leukemia biphenotypic acute,over-represented,0.0046697,0.0113065,0.0113065,0.351975,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Leukemia myeloid chronic-phase,over-represented,0.000299174,0.0019645,0.0019645,0.344935,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Lichen planus oral,over-represented,0.003681,0.0113065,0.0113065,0.323817,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Liposarcoma,over-represented,7.41487e-05,0.000986559,0.000986559,1.16856,7,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Liver cirrhosis,over-represented,0.000353711,0.0019645,0.0019645,0.661713,5,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Liver disease,over-represented,0.00083288,0.0037911,0.0037912,0.795463,5,hsa-miR-151a-5p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449b-5p; hsa-miR-92a-3p
Diseases (MNDR),Liver failure,over-represented,0.0049397,0.0113333,0.0113333,0.359014,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Lung adenocarcinoma,over-represented,0.000127235,0.0013372,0.0013372,5.07548,13,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p
Diseases (MNDR),Lung cancer,over-represented,5.24882e-06,0.000175681,0.000175681,4.63199,14,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Lung disease,over-represented,0.0022172,0.0081393,0.0081393,2.63277,8,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-5p
Diseases (MNDR),Lung small cell carcinoma,over-represented,0.000314488,0.0019645,0.0019645,1.9781,8,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Lung squamous cell carcinoma,over-represented,2.05425e-06,9.101805285714287e-05,9.10181e-05,4.30817,14,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-4454; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Lupus nephritis,over-represented,0.010588,0.0203533,0.0203533,0.471646,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Lymphoma,over-represented,1.57615e-06,8.968293499999999e-05,8.96829e-05,3.49159,13,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Lymphoma extranodal nk-t-cell,over-represented,0.0044089,0.0113065,0.0113065,0.344935,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Lymphoma large-cell anaplastic,over-represented,0.0041573,0.0113065,0.0113065,0.337896,3,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p
Diseases (MNDR),Lymphoma non-hodgkin,over-represented,0.0054464,0.0121055,0.0121055,0.746187,4,hsa-miR-378a-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Lymphoma primary effusion,over-represented,0.0044089,0.0113065,0.0113065,0.344935,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Lymphoma t-cell,over-represented,0.0046697,0.0113065,0.0113065,0.351975,3,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p
Diseases (MNDR),Lymphoplasmacytic lymphoma,over-represented,0.005219,0.0116914,0.0116914,0.366054,3,hsa-miR-34c-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Lymphoproliferative disorders,over-represented,0.0049397,0.0113333,0.0113333,0.359014,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Malignant glioma,over-represented,0.0016837,0.006473,0.0064729,3.89988,10,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Malignant melanoma,over-represented,0.0127606,0.0236508,0.0236508,0.175987,2,hsa-miR-129-5p; hsa-miR-9-5p
Diseases (MNDR),Mantle cell lymphoma,over-represented,0.0046697,0.0113065,0.0113065,0.351975,3,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p
Diseases (MNDR),Marek disease,over-represented,0.000254093,0.0019645,0.0019645,0.330856,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Medullary thyroid carcinoma,over-represented,4.68198e-05,0.000711004,0.000711004,0.014079,2,hsa-miR-129-5p; hsa-miR-9-3p
Diseases (MNDR),Medulloblastoma,over-represented,6.77217e-05,0.000963341,0.000963341,2.10481,9,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Melanoma,over-represented,0.000324715,0.0019645,0.0019645,3.90692,11,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Melas syndrome,over-represented,4.68198e-05,0.000711004,0.000711004,0.014079,2,hsa-miR-9-5p; hsa-miR-9-3p
Diseases (MNDR),Meningioma,over-represented,3.20894e-05,0.000617703,0.000617703,1.02777,7,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Mouth neoplasms,over-represented,0.000839516,0.0037911,0.0037912,0.450528,4,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Multiple myeloma,over-represented,7.34016e-05,0.000986559,0.000986559,2.12593,9,hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Multiple sclerosis,over-represented,0.00089061,0.0039283,0.0039283,0.457567,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Multiple sclerosis chronic progressive,over-represented,2.59632e-05,0.000567839,0.000567839,1.40086,8,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-449b-5p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Multiple sclerosis relapsing-remitting,over-represented,1.8787e-06,9.101805285714287e-05,9.10181e-05,2.316,11,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Muscular disorders atrophic,over-represented,0.000214139,0.0018745,0.0018745,0.316777,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Musculoskeletal abnormalities,over-represented,0.0046697,0.0113065,0.0113065,0.351975,3,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p
Diseases (MNDR),Myasthenia gravis autoimmune experimental,over-represented,0.0013208,0.0052924,0.0052924,0.879937,5,hsa-miR-129-5p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-652-3p; hsa-miR-92a-3p
Diseases (MNDR),Myelodysplasticmyeloproliferative neoplasm,over-represented,0.000275969,0.0019645,0.0019645,0.337896,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Myeloid leukemia,over-represented,0.000349756,0.0019645,0.0019645,0.359014,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-9-5p
Diseases (MNDR),Myeloproliferative disorders,over-represented,0.00037723,0.0020249,0.0020249,0.366054,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Myocardial ischemia,over-represented,0.000349756,0.0019645,0.0019645,0.359014,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Myocardial reperfusion injury,over-represented,0.0049397,0.0113333,0.0113333,0.359014,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Myocardium,over-represented,0.000299174,0.0019645,0.0019645,0.344935,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Myotonic dystrophy,over-represented,0.000196217,0.0017722,0.0017722,0.584278,5,hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-378a-3p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Nasopharyngeal cancer,over-represented,0.002651,0.0094276,0.0094276,4.12515,10,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Nasopharynx carcinoma,over-represented,0.000437587,0.0022431,0.0022431,4.03363,11,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449b-5p; hsa-miR-449c-5p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Nephrosclerosis,over-represented,0.0044089,0.0113065,0.0113065,0.344935,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Nervous system disease,over-represented,0.000299174,0.0019645,0.0019645,0.344935,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Neurilemmoma,over-represented,0.006759,0.0141392,0.0141392,0.401251,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Neuroblastoma,over-represented,0.00016516,0.0015581,0.0015581,0.908095,6,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-449a; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Neurodegenerative diseases,over-represented,0.000665749,0.0031568,0.0031568,5.01916,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-449a; hsa-miR-449b-5p; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Neuroendocrine carcinoma,over-represented,0.00037723,0.0020249,0.0020249,0.366054,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Neuromyelitis optica,over-represented,0.0092418,0.0179474,0.0179474,1.3727,5,hsa-miR-151a-5p; hsa-miR-151b; hsa-miR-375-3p; hsa-miR-4448; hsa-miR-652-3p
Diseases (MNDR),Neutropenia,over-represented,0.000406222,0.0021602,0.0021602,0.373093,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Non-alcoholic fatty liver disease,over-represented,0.0018574,0.0069992,0.0069992,0.55612,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Non-small cell lung cancer,over-represented,0.0017712,0.006764,0.006764,0.549081,4,hsa-miR-129-5p; hsa-miR-193b-3p; hsa-miR-34c-5p; hsa-miR-9-5p
Diseases (MNDR),Obesity,over-represented,0.000275969,0.0019645,0.0019645,0.337896,4,hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Odontogenic tumors,over-represented,0.0046697,0.0113065,0.0113065,0.351975,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Oral squamous cell carcinoma,over-represented,0.000852562,0.0038197,0.0038197,2.90731,9,hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-34c-5p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-652-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
Diseases (MNDR),Osteoarthritis,over-represented,0.0101586,0.019594,0.019594,0.464607,3,hsa-miR-34c-5p; hsa-miR-9-5p; hsa-miR-92a-3p
Diseases (MNDR),Osteosarcoma,over-represented,2.21913e-06,9.101805285714287e-05,9.10181e-05,2.93547,12,hsa-miR-129-5p; hsa-miR-151a-5p; hsa-miR-193b-3p; hsa-miR-24-3p; hsa-miR-375-3p; hsa-miR-378a-3p; hsa-miR-449a; hsa-miR-652-3p; hsa-miR-874-3p; hsa-miR-9-5p; hsa-miR-9-3p; hsa-miR-92a-3p
